time,runtime,adc_vb_f,adc_va_f,adc_vl_f,adc_ic_f,adc_il_f,t_hs,t_batt,t_amb,t_rts,charge_state,array_fault,vb_f,vb_ref,ahc_r,ahc_t,kwhc,load_state,load_fault,v_lvd,ahl_r,ahl_t,hourmeter,alarm,dip_switch,led_state,power_out,power_load,power_net,sweep_vmp,sweep_pmax,sweep_voc,vb_min_daily,vb_max_daily,ahc_daily,ahl_daily,ahnet_daily,array_fault_daily,load_fault_daily,alarm_daily,vb_min,vb_max,sensor_uptime,ping,sequence_count,timestamp,crc_errors,crc_errors_delta,crc_errors_hourly,crc_errors_daily,valid_packets,trigger_delta,trigger_rate_1min,trigger_rate_5min,trigger_rate_1hr,bytes_read,bytes_written,bytes_remaining,triggers_remaining,packets_sent,packets_dropped
2020-06-30 00:00:03.585220,7.86,11.734,14.117,11.707,0.261,2.063,30.0,31.0,31.0,25.0,5.0,0.0,11.743,13.647,18.6,18.6,0.2,1.0,0.0,11.475,15.5,15.5,4393.0,1.0,13.0,8.0,3.005,24.152,-23.947,14.12,3.171,18.115,11.716,12.75,18.6,15.5,3.1,0.0,0.0,262145.0,10.779,20.898,7.876,0.0,28352.0,2018-02-16 14:20:18.202000+00:00,1.0,0.0,0.0,0.0,1957.0,-0.0,-0.0,1.2,0.2,46.62,43.05,201.3,9150.0,0.0,0.0
2020-06-30 00:00:13.585380,7.86,11.731,14.114,11.707,0.258,2.09,30.0,31.0,31.0,25.0,5.0,0.0,11.743,13.647,18.6,18.6,0.2,1.0,0.0,11.475,15.5,15.5,4393.0,1.0,13.0,8.0,3.02,24.468,-24.248,14.12,3.171,18.115,11.716,12.75,18.6,15.5,3.1,0.0,0.0,262145.0,10.779,20.898,7.878,0.0,28362.0,2018-02-16 14:20:28.203000+00:00,1.0,0.0,0.0,0.0,1957.0,-0.0,-0.0,1.2,0.2,46.62,43.05,201.3,9150.0,0.0,0.0
2020-06-30 00:00:23.585311,7.87,11.734,14.111,11.707,0.258,2.02,30.0,31.0,31.0,25.0,5.0,0.0,11.737,13.647,18.6,18.6,0.2,1.0,0.0,11.475,15.5,15.5,4393.0,1.0,13.0,8.0,3.035,23.648,-23.413,14.12,3.171,18.115,11.716,12.75,18.6,15.5,3.1,0.0,0.0,262145.0,10.779,20.898,7.881,0.0,28372.0,2018-02-16 14:20:38.204000+00:00,1.0,0.0,0.0,0.0,1957.0,-0.0,-0.0,0.0,0.2,46.62,43.05,201.3,9150.0,0.0,0.0
2020-06-30 00:00:33.585293,7.87,11.731,14.114,11.703,0.256,2.075,30.0,31.0,31.0,25.0,5.0,0.0,11.737,13.647,18.6,18.6,0.2,1.0,0.0,11.475,15.5,15.5,4393.0,1.0,13.0,8.0,2.99,24.284,-24.094,14.12,3.171,18.115,11.716,12.75,18.6,15.5,3.1,0.0,0.0,262145.0,10.779,20.898,7.884,0.0,28382.0,2018-02-16 14:20:48.206000+00:00,1.0,0.0,0.0,0.0,1957.0,-0.0,-0.0,0.0,0.2,46.62,43.05,201.3,9150.0,0.0,0.0
2020-06-30 00:00:43.585313,7.87,11.728,14.114,11.707,0.256,2.039,30.0,31.0,31.0,25.0,5.0,0.0,11.734,13.647,18.6,18.6,0.2,1.0,0.0,11.475,15.5,15.5,4393.0,1.0,13.0,8.0,2.974,23.871,-23.697,14.12,3.171,18.115,11.716,12.75,18.6,15.5,3.1,0.0,0.0,262145.0,10.779,20.898,7.887,0.0,28392.0,2018-02-16 14:20:58.207000+00:00,1.0,0.0,0.0,0.0,1957.0,-0.0,-0.0,0.0,0.2,46.62,43.05,201.3,9150.0,0.0,0.0
2020-06-30 00:00:53.585210,7.88,11.734,14.114,11.707,0.256,1.991,30.0,31.0,31.0,25.0,5.0,0.0,11.734,13.647,18.6,18.6,0.2,1.0,0.0,11.475,15.5,15.5,4393.0,1.0,13.0,8.0,2.974,23.309,-23.135,14.12,3.171,18.115,11.716,12.75,18.6,15.5,3.1,0.0,0.0,262145.0,10.779,20.898,7.889,0.0,28402.0,2018-02-16 14:21:08.209000+00:00,1.0,0.0,0.0,0.0,1957.0,-0.0,-0.0,0.0,0.2,46.62,43.05,201.3,9150.0,0.0,0.0
2020-06-30 00:01:03.585209,7.88,11.734,14.114,11.707,0.254,1.976,30.0,31.0,31.0,25.0,5.0,0.0,11.737,13.647,18.6,18.6,0.2,1.0,0.0,11.475,15.5,15.5,4393.0,1.0,13.0,8.0,2.974,23.133,-22.959,14.12,3.171,18.115,11.716,12.75,18.6,15.5,3.1,0.0,0.0,262145.0,10.779,20.898,7.892,0.0,28412.0,2018-02-16 14:21:18.210000+00:00,1.0,0.0,0.0,0.0,1957.0,-0.0,-0.0,0.0,0.2,46.63,43.05,201.3,9150.0,0.0,0.0
2020-06-30 00:01:13.585216,7.88,11.743,14.114,11.707,0.254,1.935,30.0,31.0,31.0,25.0,5.0,0.0,11.737,13.647,18.6,18.6,0.2,1.0,0.0,11.475,15.6,15.6,4393.0,1.0,13.0,8.0,2.944,22.653,-22.509,14.12,3.171,18.115,11.716,12.75,18.6,15.6,3.0,0.0,0.0,262145.0,10.779,20.898,7.895,0.0,28422.0,2018-02-16 14:21:28.212000+00:00,1.0,0.0,0.0,0.0,1957.0,-0.0,-0.0,0.0,0.2,46.63,43.05,201.3,9150.0,0.0,0.0
2020-06-30 00:01:23.585208,7.88,11.746,14.114,11.707,0.251,1.925,30.0,31.0,31.0,25.0,5.0,0.0,11.74,13.647,18.6,18.6,0.2,1.0,0.0,11.475,15.6,15.6,4393.0,1.0,13.0,8.0,2.914,22.536,-22.422,14.12,3.171,18.115,11.716,12.75,18.6,15.6,3.0,0.0,0.0,262145.0,10.779,20.898,7.898,0.0,28432.0,2018-02-16 14:21:38.213000+00:00,1.0,0.0,0.0,0.0,1957.0,-0.0,-0.0,0.0,0.2,46.63,43.05,201.3,9150.0,0.0,0.0
2020-06-30 00:01:33.585207,7.89,11.749,14.114,11.707,0.249,1.911,30.0,31.0,31.0,25.0,5.0,0.0,11.74,13.647,18.6,18.6,0.2,1.0,0.0,11.475,15.6,15.6,4393.0,1.0,13.0,8.0,2.884,22.372,-22.288,14.12,3.171,18.115,11.716,12.75,18.6,15.6,3.0,0.0,0.0,262145.0,10.779,20.898,7.901,0.0,28442.0,2018-02-16 14:21:48.215000+00:00,1.0,0.0,0.0,0.0,1957.0,-0.0,-0.0,0.0,0.2,46.63,43.05,201.3,9150.0,0.0,0.0
