time,runtime,adc_vb_f,adc_va_f,adc_vl_f,adc_ic_f,adc_il_f,t_hs,t_batt,t_amb,t_rts,charge_state,array_fault,vb_f,vb_ref,ahc_r,ahc_t,kwhc,load_state,load_fault,v_lvd,ahl_r,ahl_t,hourmeter,alarm,dip_switch,led_state,power_out,power_load,power_net,sweep_vmp,sweep_pmax,sweep_voc,vb_min_daily,vb_max_daily,ahc_daily,ahl_daily,ahnet_daily,array_fault_daily,load_fault_daily,alarm_daily,vb_min,vb_max,sensor_uptime,ping,sequence_count,timestamp,crc_errors,crc_errors_delta,crc_errors_hourly,crc_errors_daily,valid_packets,trigger_delta,trigger_rate_1min,trigger_rate_5min,trigger_rate_1hr,bytes_read,bytes_written,bytes_remaining,triggers_remaining,packets_sent,packets_dropped
2020-06-13 00:00:06.080480,222.73,12.369,16.553,12.357,0.399,1.848,46.0,47.0,47.0,25.0,5.0,0.0,12.369,13.367,1230.2,1230.2,15.8,1.0,0.0,11.478,1176.0,1176.0,4025.0,1.0,13.0,6.0,4.937,22.836,-20.699,16.571,5.058,18.555,11.948,13.205,63.1,41.5,21.6,0.0,0.0,1.0,10.779,20.898,226.864,0.0,816711.0,2018-01-30 14:20:53.478000+00:00,2.0,0.0,0.0,0.0,1870.0,-0.0,-0.0,0.0,0.0,149.87,41.14,278.98,12681.0,0.0,0.0
2020-06-13 00:00:16.080578,222.73,12.369,16.553,12.35,0.396,1.877,46.0,47.0,47.0,25.0,5.0,0.0,12.369,13.367,1230.2,1230.2,15.8,1.0,0.0,11.478,1176.0,1176.0,4025.0,1.0,13.0,6.0,4.892,23.181,-21.089,16.571,5.058,18.555,11.948,13.205,63.1,41.5,21.6,0.0,0.0,1.0,10.779,20.898,226.867,0.0,816721.0,2018-01-30 14:21:03.479000+00:00,2.0,0.0,0.0,0.0,1870.0,-0.0,-0.0,0.0,0.0,149.87,41.14,278.98,12681.0,0.0,0.0
2020-06-13 00:00:26.080566,222.73,12.369,16.553,12.354,0.394,1.848,46.0,47.0,47.0,25.0,5.0,0.0,12.369,13.367,1230.2,1230.2,15.8,1.0,0.0,11.478,1176.0,1176.0,4025.0,1.0,13.0,6.0,4.862,22.83,-20.768,16.571,5.058,18.555,11.948,13.205,63.1,41.5,21.6,0.0,0.0,1.0,10.779,20.898,226.87,0.0,816731.0,2018-01-30 14:21:13.480000+00:00,2.0,0.0,0.0,0.0,1870.0,-0.0,-0.0,0.0,0.0,149.87,41.14,278.98,12681.0,0.0,0.0
2020-06-13 00:00:36.080599,222.73,12.369,16.553,12.357,0.394,1.836,46.0,47.0,47.0,25.0,5.0,0.0,12.369,13.367,1230.2,1230.2,15.8,1.0,0.0,11.478,1176.0,1176.0,4025.0,1.0,13.0,6.0,4.847,22.687,-20.64,16.571,5.058,18.555,11.948,13.205,63.1,41.5,21.6,0.0,0.0,1.0,10.779,20.898,226.872,0.0,816741.0,2018-01-30 14:21:23.482000+00:00,2.0,0.0,0.0,0.0,1870.0,-0.0,-0.0,0.0,0.0,149.87,41.14,278.98,12681.0,0.0,0.0
2020-06-13 00:00:46.080546,222.74,12.369,16.553,12.354,0.394,1.834,46.0,46.0,46.0,25.0,5.0,0.0,12.369,13.396,1230.2,1230.2,15.8,1.0,0.0,11.478,1176.0,1176.0,4025.0,1.0,13.0,6.0,4.816,22.657,-20.641,16.571,5.058,18.555,11.948,13.205,63.1,41.5,21.6,0.0,0.0,1.0,10.779,20.898,226.875,0.0,816751.0,2018-01-30 14:21:33.483000+00:00,2.0,0.0,0.0,0.0,1870.0,-0.0,-0.0,0.0,0.0,149.87,41.14,278.98,12681.0,0.0,0.0
2020-06-13 00:00:56.080536,222.74,12.369,16.556,12.354,0.389,1.85,46.0,46.0,46.0,25.0,5.0,0.0,12.369,13.396,1230.2,1230.2,15.8,1.0,0.0,11.478,1176.0,1176.0,4025.0,1.0,13.0,6.0,4.801,22.855,-20.854,16.571,5.058,18.555,11.948,13.205,63.1,41.5,21.6,0.0,0.0,1.0,10.779,20.898,226.878,0.0,816761.0,2018-01-30 14:21:43.484000+00:00,2.0,0.0,0.0,0.0,1870.0,-0.0,-0.0,0.0,0.0,149.87,41.14,278.98,12681.0,0.0,0.0
2020-06-13 00:01:06.080582,222.74,12.369,16.556,12.344,0.389,1.892,46.0,46.0,46.0,25.0,5.0,0.0,12.369,13.396,1230.2,1230.2,15.8,1.0,0.0,11.478,1176.0,1176.0,4025.0,1.0,13.0,6.0,4.771,23.355,-21.384,16.571,5.058,18.555,11.948,13.205,63.1,41.5,21.6,0.0,0.0,1.0,10.779,20.898,226.881,0.0,816771.0,2018-01-30 14:21:53.486000+00:00,2.0,0.0,0.0,0.0,1870.0,-0.0,-0.0,0.0,0.0,149.88,41.14,278.98,12681.0,0.0,0.0
2020-06-13 00:01:16.080569,222.74,12.369,16.553,12.347,0.387,1.87,46.0,46.0,46.0,25.0,5.0,0.0,12.369,13.396,1230.2,1230.2,15.8,1.0,0.0,11.478,1176.0,1176.0,4025.0,1.0,13.0,6.0,4.771,23.089,-21.118,16.571,5.058,18.555,11.948,13.205,63.1,41.5,21.6,0.0,0.0,1.0,10.779,20.898,226.884,0.0,816781.0,2018-01-30 14:22:03.487000+00:00,2.0,0.0,0.0,0.0,1870.0,-0.0,-0.0,0.0,0.0,149.88,41.14,278.98,12681.0,0.0,0.0
2020-06-13 00:01:26.080537,222.75,12.369,16.553,12.347,0.387,1.86,46.0,46.0,46.0,25.0,5.0,0.0,12.369,13.396,1230.2,1230.2,15.8,1.0,0.0,11.478,1176.0,1176.0,4025.0,1.0,13.0,6.0,4.786,22.965,-20.979,16.571,5.058,18.555,11.948,13.205,63.1,41.5,21.6,0.0,0.0,1.0,10.779,20.898,226.886,0.0,816791.0,2018-01-30 14:22:13.488000+00:00,2.0,0.0,0.0,0.0,1870.0,-0.0,-0.0,0.0,0.0,149.88,41.14,278.98,12681.0,0.0,0.0
2020-06-13 00:01:36.080546,222.75,12.369,16.553,12.35,0.384,1.853,46.0,46.0,46.0,25.0,5.0,0.0,12.369,13.396,1230.2,1230.2,15.8,1.0,0.0,11.478,1176.0,1176.0,4025.0,1.0,13.0,6.0,4.741,22.885,-20.944,16.571,5.058,18.555,11.948,13.205,63.1,41.5,21.6,0.0,0.0,1.0,10.779,20.898,226.889,0.0,816801.0,2018-01-30 14:22:23.490000+00:00,2.0,0.0,0.0,0.0,1870.0,-0.0,-0.0,0.0,0.0,149.88,41.14,278.98,12681.0,0.0,0.0
