time,runtime,ping,adc_vb_f,adc_va_f,adc_vl_f,adc_ic_f,adc_il_f,t_hs,t_batt,t_amb,t_rts,charge_state,array_fault,vb_f,vb_ref,ahc_r,ahc_t,kwhc,load_state,load_fault,v_lvd,ahl_r,ahl_t,hourmeter,alarm,dip_switch,led_state,power_out,power_load,power_net,charge_net_24h,sweep_vmp,sweep_pmax,sweep_voc,vb_min_daily,vb_max_daily,ahc_daily,ahl_daily,array_fault_daily,load_fault_daily,alarm_daily,vb_min,vb_max,sensor_uptime,sequence_count,timestamp,crc_errors,crc_errors_delta,crc_errors_hourly,crc_errors_daily,valid_packets,trigger_delta,trigger_rate_1min,trigger_rate_5min,trigger_rate_1hr,bytes_read,bytes_written,bytes_remaining,triggers_remaining,packets_sent,packets_dropped
2019-12-01 00:00:02.908512,276.43,0,11.639,0.989,11.612,0.0,1.271,21.0,23.0,23.0,25.0,3.0,0.0,11.606,0.0,647.3,647.3,9.0,1.0,0.0,11.481,556.7,556.7,7845.0,1.0,1101.0,10.0,0.0,14.759,-17.559,51.121,7.956,5.375,10.608,11.304,11.761,0.0,1.5,0.0,0.0,1,9.439,19.47,5.737,20654.0,2019-12-01 14:36:29.473000,5.0,0.0,2.0,5.0,5853.0,19.0,19.0,21.8,23.917,130.9,128.77,253.02,11501.0,0.0,0.0
2019-12-01 00:01:02.908502,276.45,0,11.584,0.983,11.557,0.0,1.387,21.0,23.0,23.0,25.0,3.0,0.0,11.6,0.0,647.3,647.3,9.0,1.0,0.0,11.481,556.7,556.7,7845.0,1.0,1101.0,10.0,0.0,16.03,-18.83,51.088,7.956,5.375,10.608,11.304,11.761,0.0,1.5,0.0,0.0,1,9.439,19.47,5.754,20714.0,2019-12-01 14:37:29.487000,5.0,0.0,2.0,5.0,5876.0,23.0,23.0,22.8,23.9,131.43,129.27,252.52,11478.0,0.0,0.0
2019-12-01 00:02:02.908504,276.47,0,11.548,1.001,11.517,0.0,1.476,21.0,23.0,23.0,25.0,3.0,0.0,11.591,0.0,647.3,647.3,9.0,1.0,0.0,11.481,556.7,556.7,7845.0,1.0,1101.0,10.0,0.0,16.999,-19.799,50.758,7.956,5.375,10.608,11.304,11.761,0.0,1.5,0.0,0.0,1,9.439,19.47,5.771,20774.0,2019-12-01 14:38:29.502000,5.0,0.0,2.0,5.0,5896.0,20.0,20.0,22.0,23.867,131.86,129.71,252.08,11458.0,0.0,0.0
2019-12-01 00:03:02.908496,276.48,0,11.334,1.01,11.304,0.0,1.908,21.0,23.0,23.0,25.0,3.0,0.0,11.575,0.0,647.3,647.3,9.0,1.0,0.0,11.481,556.8,556.8,7845.0,1.0,1101.0,10.0,0.0,21.568,-24.368,50.625,7.956,5.375,10.608,11.304,11.761,0.0,1.6,0.0,0.0,1,9.439,19.47,5.787,20834.0,2019-12-01 14:39:29.512000,5.0,0.0,2.0,5.0,5920.0,24.0,24.0,22.4,23.783,132.4,130.24,251.55,11434.0,0.0,0.0
2019-12-01 00:04:02.908504,276.5,0,11.569,1.016,11.542,0.0,1.423,21.0,23.0,23.0,25.0,3.0,0.0,11.609,0.0,647.3,647.3,9.0,1.0,0.0,11.481,556.8,556.8,7845.0,1.0,1101.0,10.0,0.0,16.424,-19.224,50.616,7.956,5.375,10.608,11.304,11.761,0.0,1.6,0.0,0.0,1,9.439,19.47,5.804,20894.0,2019-12-01 14:40:29.523000,5.0,0.0,2.0,5.0,5937.0,17.0,17.0,20.6,23.667,132.79,130.61,251.17,11417.0,0.0,0.0
2019-12-01 00:05:02.908570,276.52,0,11.536,1.013,11.505,0.019,1.474,21.0,23.0,23.0,25.0,3.0,0.0,11.584,0.0,647.3,647.3,9.0,1.0,0.0,11.481,556.8,556.8,7845.0,1.0,1101.0,10.0,0.045,16.958,-19.713,50.834,7.956,5.375,10.608,11.304,11.761,0.0,1.6,0.0,0.0,1,9.439,19.47,5.821,20954.0,2019-12-01 14:41:29.533000,5.0,0.0,2.0,5.0,5961.0,24.0,24.0,21.6,23.667,133.32,131.14,250.65,11393.0,0.0,0.0
2019-12-01 00:06:02.908500,276.53,0,11.63,1.035,11.603,0.0,1.276,21.0,23.0,23.0,25.0,3.0,0.0,11.584,0.0,647.3,647.3,9.0,1.0,0.0,11.481,556.8,556.8,7845.0,1.0,1101.0,10.0,0.0,14.805,-17.605,50.812,7.956,5.375,10.608,11.304,11.761,0.0,1.6,0.0,0.0,1,9.439,19.47,5.837,21014.0,2019-12-01 14:42:29.543000,5.0,0.0,2.0,5.0,5985.0,24.0,24.0,21.8,23.717,133.83,131.67,250.12,11369.0,0.0,0.0
2019-12-01 00:07:02.908509,276.55,0,11.508,1.035,11.472,0.0,1.577,21.0,23.0,23.0,25.0,3.0,0.0,11.594,0.0,647.3,647.3,9.0,1.0,0.0,11.481,556.8,556.8,7845.0,1.0,1101.0,10.0,0.0,18.091,-20.891,50.741,7.956,5.375,10.608,11.301,11.761,0.0,1.6,0.0,0.0,1,9.439,19.47,5.854,21074.0,2019-12-01 14:43:29.554000,5.0,0.0,2.0,5.0,6007.0,22.0,22.0,22.2,23.617,134.32,132.15,249.63,11347.0,0.0,0.0
2019-12-01 00:08:02.908515,276.57,0,11.374,1.059,11.349,0.0,1.834,21.0,23.0,23.0,25.0,3.0,0.0,11.597,0.0,647.3,647.3,9.0,1.0,0.0,11.481,556.9,556.9,7845.0,1.0,1101.0,10.0,0.0,20.814,-23.614,50.646,7.956,5.375,10.608,11.301,11.761,0.0,1.7,0.0,0.0,1,9.439,19.47,5.871,21134.0,2019-12-01 14:44:29.564000,5.0,0.0,2.0,5.0,6030.0,23.0,23.0,22.0,23.667,134.84,132.66,249.13,11324.0,0.0,0.0
2019-12-01 00:09:02.908498,276.58,0,11.646,1.096,11.618,0.0,1.239,21.0,23.0,23.0,25.0,3.0,0.0,11.597,0.0,647.3,647.3,9.0,1.0,0.0,11.481,556.9,556.9,7845.0,1.0,1101.0,10.0,0.0,14.395,-17.195,50.64,7.956,5.375,10.608,11.301,11.761,0.0,1.7,0.0,0.0,1,9.439,19.47,5.887,21194.0,2019-12-01 14:45:29.574000,5.0,0.0,2.0,5.0,6050.0,20.0,20.0,22.6,23.683,135.28,133.1,248.69,11304.0,0.0,0.0
